"Admin2","country","outcome","support_distance","out_of_support","surveyed","n_svy","small_sample","pi_width","wide_interval","trust"
"Okaikwei North","Ghana","women_b12",1.196,FALSE,FALSE,NA,FALSE,NA,FALSE,"Use with caution"
"Kumbungu","Ghana","women_b12",0.587,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Tarkwa Nsuaem","Ghana","women_b12",0.461,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"North Dayi","Ghana","women_b12",1.228,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Agotime Ziope","Ghana","women_b12",0.66,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bolga East","Ghana","women_b12",0.626,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ahanta West","Ghana","women_b12",0.43,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"East Mamprusi","Ghana","women_b12",0.618,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Central Tongu","Ghana","women_b12",0.457,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Adenta","Ghana","women_b12",0.419,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Garu","Ghana","women_b12",0.622,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Suhum","Ghana","women_b12",0.54,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Upper Manya","Ghana","women_b12",0.385,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Nabdam","Ghana","women_b12",0.636,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Sefwi-Wiawso","Ghana","women_b12",0.495,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Jasikan","Ghana","women_b12",0.926,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Adaklu","Ghana","women_b12",0.508,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Suaman","Ghana","women_b12",0.314,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Wassa Amenfi East","Ghana","women_b12",1.887,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Wassa East","Ghana","women_b12",0.499,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Aowin","Ghana","women_b12",0.367,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bongo","Ghana","women_b12",0.633,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ketu North","Ghana","women_b12",0.457,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ketu South","Ghana","women_b12",0.493,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bodi","Ghana","women_b12",0.294,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Yendi","Ghana","women_b12",0.514,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kasena Nankana West","Ghana","women_b12",0.619,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kpando","Ghana","women_b12",1.029,FALSE,FALSE,NA,FALSE,NA,FALSE,"Use with caution"
"Shama","Ghana","women_b12",0.403,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Krachi West","Ghana","women_b12",0.543,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Anloga","Ghana","women_b12",0.411,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Juaboso","Ghana","women_b12",0.343,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Hohoe","Ghana","women_b12",0.926,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Pusiga","Ghana","women_b12",0.661,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Nzema East","Ghana","women_b12",0.494,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Karaga","Ghana","women_b12",0.598,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bia East","Ghana","women_b12",0.289,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bia West","Ghana","women_b12",0.311,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Sekondi Takoradi","Ghana","women_b12",0.386,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kailahun","Sierra Leone","child_vitA",0.809,FALSE,TRUE,19,FALSE,0.154478701085046,FALSE,"OK to use"
"Kenema","Sierra Leone","child_vitA",0.505,FALSE,TRUE,38,FALSE,0.1373307144043,FALSE,"OK to use"
"Kono","Sierra Leone","child_vitA",0.552,FALSE,TRUE,54,FALSE,0.154478701085046,FALSE,"OK to use"
"Bombali","Sierra Leone","child_vitA",0.851,FALSE,TRUE,26,FALSE,0.154478701085046,FALSE,"OK to use"
"Kambia","Sierra Leone","child_vitA",0.674,FALSE,TRUE,26,FALSE,0.154478701085046,FALSE,"OK to use"
"Koinadugu","Sierra Leone","child_vitA",0.63,FALSE,TRUE,31,FALSE,0.154478701085046,FALSE,"OK to use"
"Port Loko","Sierra Leone","child_vitA",0.477,FALSE,TRUE,47,FALSE,0.154478701085046,FALSE,"OK to use"
"Tonkolili","Sierra Leone","child_vitA",0.493,FALSE,TRUE,40,FALSE,0.154478701085046,FALSE,"OK to use"
"Bo","Sierra Leone","child_vitA",0.275,FALSE,TRUE,40,FALSE,0.154478701085046,FALSE,"OK to use"
"Bonthe","Sierra Leone","child_vitA",0.621,FALSE,TRUE,34,FALSE,0.154478701085046,FALSE,"OK to use"
"Moyamba","Sierra Leone","child_vitA",0.774,FALSE,TRUE,14,TRUE,0.154478701085046,FALSE,"Use with caution"
"Pujehun","Sierra Leone","child_vitA",0.406,FALSE,TRUE,34,FALSE,0.141179767979,FALSE,"OK to use"
"Western Rural","Sierra Leone","child_vitA",1.171,FALSE,TRUE,42,FALSE,0.154478701085046,FALSE,"OK to use"
"Western Urban","Sierra Leone","child_vitA",2.673,TRUE,TRUE,41,FALSE,0.143039505476387,FALSE,"Do not rely"
"Kailahun","Sierra Leone","women_vitA",0.809,FALSE,TRUE,52,FALSE,0.0552593958726235,FALSE,"OK to use"
"Kenema","Sierra Leone","women_vitA",0.505,FALSE,TRUE,81,FALSE,0.0466997936024489,FALSE,"OK to use"
"Kono","Sierra Leone","women_vitA",0.552,FALSE,TRUE,33,FALSE,0.0438755847892612,FALSE,"OK to use"
"Bombali","Sierra Leone","women_vitA",0.851,FALSE,TRUE,27,FALSE,0.06008684055229,FALSE,"OK to use"
"Kambia","Sierra Leone","women_vitA",0.674,FALSE,TRUE,26,FALSE,0.0458444683945876,FALSE,"OK to use"
"Koinadugu","Sierra Leone","women_vitA",0.63,FALSE,TRUE,39,FALSE,0.0458068046075684,FALSE,"OK to use"
"Port Loko","Sierra Leone","women_vitA",0.477,FALSE,TRUE,80,FALSE,0.0800800289700078,FALSE,"OK to use"
"Tonkolili","Sierra Leone","women_vitA",0.493,FALSE,TRUE,56,FALSE,0.0774879315565457,FALSE,"OK to use"
"Bo","Sierra Leone","women_vitA",0.275,FALSE,TRUE,58,FALSE,0.0608453841685972,FALSE,"OK to use"
"Bonthe","Sierra Leone","women_vitA",0.621,FALSE,TRUE,40,FALSE,0.0571813980370883,FALSE,"OK to use"
"Moyamba","Sierra Leone","women_vitA",0.774,FALSE,TRUE,23,FALSE,0.0554797052739766,FALSE,"OK to use"
"Pujehun","Sierra Leone","women_vitA",0.406,FALSE,TRUE,64,FALSE,0.0497313057696188,FALSE,"OK to use"
"Western Rural","Sierra Leone","women_vitA",1.171,FALSE,TRUE,87,FALSE,0.0596294545151339,FALSE,"OK to use"
"Western Urban","Sierra Leone","women_vitA",2.673,TRUE,TRUE,108,FALSE,0.0606641341685346,FALSE,"Do not rely"
"Kailahun","Sierra Leone","child_iron",0.809,FALSE,TRUE,19,FALSE,0.0627182967267145,FALSE,"OK to use"
"Kenema","Sierra Leone","child_iron",0.505,FALSE,TRUE,38,FALSE,0.0627182967267145,FALSE,"OK to use"
"Kono","Sierra Leone","child_iron",0.552,FALSE,TRUE,54,FALSE,0.0627182967267145,FALSE,"OK to use"
"Bombali","Sierra Leone","child_iron",0.851,FALSE,TRUE,26,FALSE,0.0627182967267145,FALSE,"OK to use"
"Kambia","Sierra Leone","child_iron",0.674,FALSE,TRUE,26,FALSE,0.0627182967267145,FALSE,"OK to use"
"Koinadugu","Sierra Leone","child_iron",0.63,FALSE,TRUE,31,FALSE,0.0627182967267145,FALSE,"OK to use"
"Port Loko","Sierra Leone","child_iron",0.477,FALSE,TRUE,47,FALSE,0.0627182967267145,FALSE,"OK to use"
"Tonkolili","Sierra Leone","child_iron",0.493,FALSE,TRUE,40,FALSE,0.0627182967267145,FALSE,"OK to use"
"Bo","Sierra Leone","child_iron",0.275,FALSE,TRUE,40,FALSE,0.0627182967267145,FALSE,"OK to use"
"Bonthe","Sierra Leone","child_iron",0.621,FALSE,TRUE,34,FALSE,0.0627182967267145,FALSE,"OK to use"
"Moyamba","Sierra Leone","child_iron",0.774,FALSE,TRUE,14,TRUE,0.0627182967267145,FALSE,"Use with caution"
"Pujehun","Sierra Leone","child_iron",0.406,FALSE,TRUE,34,FALSE,0.0450963608358297,FALSE,"OK to use"
"Western Rural","Sierra Leone","child_iron",1.171,FALSE,TRUE,42,FALSE,0.0627182967267145,FALSE,"OK to use"
"Western Urban","Sierra Leone","child_iron",2.673,TRUE,TRUE,41,FALSE,0.046071319352862,FALSE,"Do not rely"
"Kailahun","Sierra Leone","women_iron",0.809,FALSE,TRUE,52,FALSE,0.287280821467216,FALSE,"OK to use"
"Kenema","Sierra Leone","women_iron",0.505,FALSE,TRUE,81,FALSE,0.347199383775466,FALSE,"OK to use"
"Kono","Sierra Leone","women_iron",0.552,FALSE,TRUE,33,FALSE,0.28529851314802,FALSE,"OK to use"
"Bombali","Sierra Leone","women_iron",0.851,FALSE,TRUE,27,FALSE,0.333620104090489,FALSE,"OK to use"
"Kambia","Sierra Leone","women_iron",0.674,FALSE,TRUE,26,FALSE,0.211716405088575,FALSE,"OK to use"
"Koinadugu","Sierra Leone","women_iron",0.63,FALSE,TRUE,39,FALSE,0.409716410407995,FALSE,"OK to use"
"Port Loko","Sierra Leone","women_iron",0.477,FALSE,TRUE,80,FALSE,0.306780873134018,FALSE,"OK to use"
"Tonkolili","Sierra Leone","women_iron",0.493,FALSE,TRUE,56,FALSE,0.289514297438796,FALSE,"OK to use"
"Bo","Sierra Leone","women_iron",0.275,FALSE,TRUE,58,FALSE,0.35501714557309,FALSE,"OK to use"
"Bonthe","Sierra Leone","women_iron",0.621,FALSE,TRUE,40,FALSE,0.241469017651028,FALSE,"OK to use"
"Moyamba","Sierra Leone","women_iron",0.774,FALSE,TRUE,23,FALSE,0.320548744770961,FALSE,"OK to use"
"Pujehun","Sierra Leone","women_iron",0.406,FALSE,TRUE,64,FALSE,0.327539473110678,FALSE,"OK to use"
"Western Rural","Sierra Leone","women_iron",1.171,FALSE,TRUE,87,FALSE,0.281349575135623,FALSE,"OK to use"
"Western Urban","Sierra Leone","women_iron",2.673,TRUE,TRUE,108,FALSE,0.29772109836018,FALSE,"Do not rely"
"Kailahun","Sierra Leone","women_folate",0.809,FALSE,TRUE,53,FALSE,0.0988809050251429,FALSE,"OK to use"
"Kenema","Sierra Leone","women_folate",0.505,FALSE,TRUE,90,FALSE,0.0988809050251429,FALSE,"OK to use"
"Kono","Sierra Leone","women_folate",0.552,FALSE,TRUE,32,FALSE,0.0988809050251429,FALSE,"OK to use"
"Bombali","Sierra Leone","women_folate",0.851,FALSE,TRUE,29,FALSE,0.0988809050251429,FALSE,"OK to use"
"Kambia","Sierra Leone","women_folate",0.674,FALSE,TRUE,27,FALSE,0.0988809050251429,FALSE,"OK to use"
"Koinadugu","Sierra Leone","women_folate",0.63,FALSE,TRUE,38,FALSE,0.0988809050251429,FALSE,"OK to use"
"Port Loko","Sierra Leone","women_folate",0.477,FALSE,TRUE,76,FALSE,0.0988809050251429,FALSE,"OK to use"
"Tonkolili","Sierra Leone","women_folate",0.493,FALSE,TRUE,60,FALSE,0.0988809050251429,FALSE,"OK to use"
"Bo","Sierra Leone","women_folate",0.275,FALSE,TRUE,60,FALSE,0.0988809050251429,FALSE,"OK to use"
"Bonthe","Sierra Leone","women_folate",0.621,FALSE,TRUE,41,FALSE,0.0570942838844287,FALSE,"OK to use"
"Moyamba","Sierra Leone","women_folate",0.774,FALSE,TRUE,34,FALSE,0.0988809050251429,FALSE,"OK to use"
"Pujehun","Sierra Leone","women_folate",0.406,FALSE,TRUE,41,FALSE,0.0988809050251429,FALSE,"OK to use"
"Western Rural","Sierra Leone","women_folate",1.171,FALSE,TRUE,86,FALSE,0.0988809050251429,FALSE,"OK to use"
"Western Urban","Sierra Leone","women_folate",2.673,TRUE,TRUE,99,FALSE,0.0988809050251429,FALSE,"Do not rely"
"Kailahun","Sierra Leone","women_b12",0.809,FALSE,TRUE,53,FALSE,0.0206040613679588,FALSE,"OK to use"
"Kenema","Sierra Leone","women_b12",0.505,FALSE,TRUE,90,FALSE,0.0199566462511644,FALSE,"OK to use"
"Kono","Sierra Leone","women_b12",0.552,FALSE,TRUE,32,FALSE,0.0189648853448977,FALSE,"OK to use"
"Bombali","Sierra Leone","women_b12",0.851,FALSE,TRUE,29,FALSE,0.0157064630575062,FALSE,"OK to use"
"Kambia","Sierra Leone","women_b12",0.674,FALSE,TRUE,27,FALSE,0.0218825979855663,FALSE,"OK to use"
"Koinadugu","Sierra Leone","women_b12",0.63,FALSE,TRUE,38,FALSE,0.0180775817698703,FALSE,"OK to use"
"Port Loko","Sierra Leone","women_b12",0.477,FALSE,TRUE,76,FALSE,0.0197254637609783,FALSE,"OK to use"
"Tonkolili","Sierra Leone","women_b12",0.493,FALSE,TRUE,60,FALSE,0.0196260887708012,FALSE,"OK to use"
"Bo","Sierra Leone","women_b12",0.275,FALSE,TRUE,60,FALSE,0.0314109261150124,TRUE,"Use with caution"
"Bonthe","Sierra Leone","women_b12",0.621,FALSE,TRUE,41,FALSE,0.0165898357246869,FALSE,"OK to use"
"Moyamba","Sierra Leone","women_b12",0.774,FALSE,TRUE,34,FALSE,0.0160862735460974,FALSE,"OK to use"
"Pujehun","Sierra Leone","women_b12",0.406,FALSE,TRUE,41,FALSE,0.0180623317293395,FALSE,"OK to use"
"Western Rural","Sierra Leone","women_b12",1.171,FALSE,TRUE,86,FALSE,0.0160868088620378,FALSE,"OK to use"
"Western Urban","Sierra Leone","women_b12",2.673,TRUE,TRUE,101,FALSE,0.0231098503408692,FALSE,"Do not rely"
"Blantyre City","Malawi","child_vitA",0.824,FALSE,TRUE,9,TRUE,0.429850206175601,FALSE,"Use with caution"
"Chitipa Boma","Malawi","child_vitA",0.301,FALSE,TRUE,5,TRUE,0.30287699335982,FALSE,"Use with caution"
"Karonga Town","Malawi","child_vitA",0.254,FALSE,TRUE,11,TRUE,0.299730111556813,FALSE,"Use with caution"
"Lilongwe City","Malawi","child_vitA",0.379,FALSE,TRUE,10,TRUE,0.238648398159046,FALSE,"Use with caution"
"Majete Game Reserve - Mwanza","Malawi","child_vitA",0.749,FALSE,TRUE,11,TRUE,0.375565509904325,FALSE,"Use with caution"
"Mzimba Boma","Malawi","child_vitA",0.338,FALSE,TRUE,6,TRUE,0.305602765477408,FALSE,"Use with caution"
"Mzuzu City","Malawi","child_vitA",0.354,FALSE,TRUE,10,TRUE,0.232378134909949,FALSE,"Use with caution"
"Nkhotakota Boma","Malawi","child_vitA",0.455,FALSE,TRUE,6,TRUE,0.320659650139443,FALSE,"Use with caution"
"Nsanje Boma","Malawi","child_vitA",0.476,FALSE,TRUE,4,TRUE,0.28145474919289,FALSE,"Use with caution"
"Nyika N.P. - Chitipa","Malawi","child_vitA",1.224,TRUE,TRUE,10,TRUE,0.258668364916063,FALSE,"Do not rely"
"Rumphi Boma","Malawi","child_vitA",0.338,FALSE,TRUE,17,FALSE,0.311480062708489,FALSE,"OK to use"
"SC Chapinduka","Malawi","child_vitA",0.839,FALSE,TRUE,11,TRUE,0.42212707856984,FALSE,"Use with caution"
"SC Chilooko","Malawi","child_vitA",0.226,FALSE,TRUE,10,TRUE,0.277984046819239,FALSE,"Use with caution"
"SC Chowe","Malawi","child_vitA",0.13,FALSE,TRUE,10,TRUE,0.45662526189828,FALSE,"Use with caution"
"SC Dambe","Malawi","child_vitA",0.375,FALSE,TRUE,21,FALSE,0.320306095575083,FALSE,"OK to use"
"SC Goodson Ganya","Malawi","child_vitA",0.129,FALSE,TRUE,13,TRUE,0.338933254255008,FALSE,"Use with caution"
"SC Juma","Malawi","child_vitA",0.936,FALSE,TRUE,14,TRUE,0.447028596197586,FALSE,"Use with caution"
"SC Kachulu","Malawi","child_vitA",1.732,TRUE,TRUE,9,TRUE,0.264258531096825,FALSE,"Do not rely"
"SC Kambwiri","Malawi","child_vitA",0.216,FALSE,TRUE,13,TRUE,0.356019186107381,FALSE,"Use with caution"
"SC Kawamba","Malawi","child_vitA",0.34,FALSE,TRUE,14,TRUE,0.319891356891482,FALSE,"Use with caution"
"SC Kayembe","Malawi","child_vitA",0.397,FALSE,TRUE,8,TRUE,0.259532646341488,FALSE,"Use with caution"
"SC Makwangwala","Malawi","child_vitA",0.23,FALSE,TRUE,13,TRUE,0.332181623682828,FALSE,"Use with caution"
"SC Malanda","Malawi","child_vitA",0.961,FALSE,TRUE,7,TRUE,0.261302098500276,FALSE,"Use with caution"
"SC Mbawela","Malawi","child_vitA",0.308,FALSE,TRUE,11,TRUE,0.230420146635741,FALSE,"Use with caution"
"SC Mbenje","Malawi","child_vitA",0.46,FALSE,TRUE,16,FALSE,0.292593181196179,FALSE,"OK to use"
"SC Mbiza","Malawi","child_vitA",0.807,FALSE,TRUE,14,TRUE,0.322215135379058,FALSE,"Use with caution"
"SC Mduwa","Malawi","child_vitA",0.33,FALSE,TRUE,14,TRUE,0.374848173432961,FALSE,"Use with caution"
"SC Mkukula","Malawi","child_vitA",0.358,FALSE,TRUE,9,TRUE,0.238332099459014,FALSE,"Use with caution"
"SC Mponela","Malawi","child_vitA",0.441,FALSE,TRUE,7,TRUE,0.33458320035912,FALSE,"Use with caution"
"SC Mwankhunikira","Malawi","child_vitA",0.514,FALSE,TRUE,5,TRUE,0.254054489728618,FALSE,"Use with caution"
"SC Nthondo","Malawi","child_vitA",0.253,FALSE,TRUE,17,FALSE,0.275798998053829,FALSE,"OK to use"
"TA Bvumbwe","Malawi","child_vitA",0.751,FALSE,TRUE,11,TRUE,0.231197924413519,FALSE,"Use with caution"
"TA Chikulamayembe","Malawi","child_vitA",0.298,FALSE,TRUE,27,FALSE,0.298884860429222,FALSE,"OK to use"
"TA Chindi","Malawi","child_vitA",0.223,FALSE,TRUE,25,FALSE,0.230403137097881,FALSE,"OK to use"
"TA Chiseka","Malawi","child_vitA",0.242,FALSE,TRUE,13,TRUE,0.270625827798733,FALSE,"Use with caution"
"TA Dzoole","Malawi","child_vitA",0.46,FALSE,TRUE,3,TRUE,0.313474120265178,FALSE,"Use with caution"
"TA Fukamapiri","Malawi","child_vitA",1.095,TRUE,TRUE,12,TRUE,0.283755531107006,FALSE,"Do not rely"
"TA Kabudula","Malawi","child_vitA",0.416,FALSE,TRUE,8,TRUE,0.267138587377871,FALSE,"Use with caution"
"TA Kabunduli","Malawi","child_vitA",1.441,TRUE,TRUE,17,FALSE,0.249337690941339,FALSE,"Do not rely"
"TA Kadewere","Malawi","child_vitA",0.858,FALSE,TRUE,16,FALSE,0.341735565470759,FALSE,"Use with caution"
"TA Kalembo","Malawi","child_vitA",0.232,FALSE,TRUE,7,TRUE,0.31066208108464,FALSE,"Use with caution"
"TA Kaluluma","Malawi","child_vitA",0.255,FALSE,TRUE,8,TRUE,0.313310045843614,FALSE,"Use with caution"
"TA Kalumo","Malawi","child_vitA",0.351,FALSE,TRUE,12,TRUE,0.271514875679343,FALSE,"Use with caution"
"TA Kanyenda","Malawi","child_vitA",0.29,FALSE,TRUE,15,FALSE,0.45662526189828,FALSE,"OK to use"
"TA Kaphuka","Malawi","child_vitA",0.217,FALSE,TRUE,10,TRUE,0.311715817272617,FALSE,"Use with caution"
"TA Karonga","Malawi","child_vitA",0.254,FALSE,TRUE,7,TRUE,0.45662526189828,FALSE,"Use with caution"
"TA Kasisi","Malawi","child_vitA",0.743,FALSE,TRUE,9,TRUE,0.45662526189828,FALSE,"Use with caution"
"TA Kawinga","Malawi","child_vitA",0.667,FALSE,TRUE,18,FALSE,0.45662526189828,FALSE,"OK to use"
"TA Khombedza","Malawi","child_vitA",0.418,FALSE,TRUE,11,TRUE,0.362031095328723,FALSE,"Use with caution"
"TA Khongoni","Malawi","child_vitA",0.341,FALSE,TRUE,8,TRUE,0.382270401245406,FALSE,"Use with caution"
"TA Kilupula","Malawi","child_vitA",0.385,FALSE,TRUE,19,FALSE,0.263586472182851,FALSE,"OK to use"
"TA Kuntaja","Malawi","child_vitA",0.776,FALSE,TRUE,2,TRUE,0.396237244472822,FALSE,"Use with caution"
"TA Kyungu","Malawi","child_vitA",0.265,FALSE,TRUE,43,FALSE,0.306740719095983,FALSE,"OK to use"
"TA Lundu","Malawi","child_vitA",0.358,FALSE,TRUE,8,TRUE,0.309807028700572,FALSE,"Use with caution"
"TA M'Mbelwa","Malawi","child_vitA",0.264,FALSE,TRUE,19,FALSE,0.243272297099983,FALSE,"OK to use"
"TA Mabuka","Malawi","child_vitA",0.644,FALSE,TRUE,18,FALSE,0.228675823375387,FALSE,"OK to use"
"TA Mabulabo","Malawi","child_vitA",0.224,FALSE,TRUE,18,FALSE,0.270574279783373,FALSE,"OK to use"
"TA Maganga","Malawi","child_vitA",0.359,FALSE,TRUE,12,TRUE,0.45662526189828,FALSE,"Use with caution"
"TA Malemia","Malawi","child_vitA",0.645,FALSE,TRUE,23,FALSE,0.45662526189828,FALSE,"OK to use"
"TA Malenga Chanzi","Malawi","child_vitA",0.286,FALSE,TRUE,9,TRUE,0.321660709859171,FALSE,"Use with caution"
"TA Mkhumba","Malawi","child_vitA",0.203,FALSE,TRUE,35,FALSE,0.24794903217303,FALSE,"OK to use"
"TA Mlonyeni","Malawi","child_vitA",0.307,FALSE,TRUE,12,TRUE,0.38913832996054,FALSE,"Use with caution"
"TA Mpama","Malawi","child_vitA",0.801,FALSE,TRUE,6,TRUE,0.305190970236413,FALSE,"Use with caution"
"TA Mponda","Malawi","child_vitA",0.143,FALSE,TRUE,7,TRUE,0.45662526189828,FALSE,"Use with caution"
"TA Mtwalo","Malawi","child_vitA",0.287,FALSE,TRUE,14,TRUE,0.249081279460539,FALSE,"Use with caution"
"TA Musisya","Malawi","child_vitA",0.835,FALSE,TRUE,13,TRUE,0.317595700052499,FALSE,"Use with caution"
"TA Mwabulambya","Malawi","child_vitA",0.275,FALSE,TRUE,7,TRUE,0.27221249753268,FALSE,"Use with caution"
"TA Mwadzama","Malawi","child_vitA",0.302,FALSE,TRUE,19,FALSE,0.336088520446476,FALSE,"OK to use"
"TA Mwase","Malawi","child_vitA",0.33,FALSE,TRUE,9,TRUE,0.326897107153891,FALSE,"Use with caution"
"TA Mwenemisuku","Malawi","child_vitA",0.665,FALSE,TRUE,16,FALSE,0.272066035995624,FALSE,"OK to use"
"TA Mwenewenya","Malawi","child_vitA",0.343,FALSE,TRUE,15,FALSE,0.25377261480082,FALSE,"OK to use"
"TA Nankumba","Malawi","child_vitA",0.128,FALSE,TRUE,17,FALSE,0.228729297615807,FALSE,"OK to use"
"TA Nchema","Malawi","child_vitA",0.833,FALSE,TRUE,13,TRUE,0.339490680700724,FALSE,"Use with caution"
"TA Nchilamwela","Malawi","child_vitA",0.783,FALSE,TRUE,1,TRUE,0.244040669964594,FALSE,"Use with caution"
"TA Ndamera","Malawi","child_vitA",0.528,FALSE,TRUE,10,TRUE,0.382911110838928,FALSE,"Use with caution"
"TA Ngozi","Malawi","child_vitA",0.756,FALSE,TRUE,16,FALSE,0.364621673819962,FALSE,"OK to use"
"TA Njolomole","Malawi","child_vitA",0.149,FALSE,TRUE,15,FALSE,0.322626834148846,FALSE,"OK to use"
"TA Nsamala","Malawi","child_vitA",0.472,FALSE,TRUE,6,TRUE,0.318227799719397,FALSE,"Use with caution"
"TA Nthache","Malawi","child_vitA",0.227,FALSE,TRUE,5,TRUE,0.250052110927132,FALSE,"Use with caution"
"TA Pemba","Malawi","child_vitA",0.182,FALSE,TRUE,16,FALSE,0.451668077896299,FALSE,"OK to use"
"TA Phambala","Malawi","child_vitA",0.392,FALSE,TRUE,13,TRUE,0.358986246801795,FALSE,"Use with caution"
"TA Santhe","Malawi","child_vitA",0.377,FALSE,TRUE,10,TRUE,0.345849523419773,FALSE,"Use with caution"
"TA Symon","Malawi","child_vitA",0.768,FALSE,TRUE,7,TRUE,0.287104224227863,FALSE,"Use with caution"
"TA Tambala","Malawi","child_vitA",0.21,FALSE,TRUE,18,FALSE,0.29165138790041,FALSE,"OK to use"
"TA Timbiri","Malawi","child_vitA",1.111,TRUE,TRUE,32,FALSE,0.290825858400505,FALSE,"Do not rely"
"TA Wasambo","Malawi","child_vitA",0.224,FALSE,TRUE,15,FALSE,0.350414678978556,FALSE,"OK to use"
"TA Zulu","Malawi","child_vitA",0.362,FALSE,TRUE,12,TRUE,0.302749269923752,FALSE,"Use with caution"
"Ntchisi Boma","Malawi","child_vitA",0.308,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"TA Chikumbu","Malawi","child_vitA",0.751,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Nyika National Park - Rumphi","Malawi","child_vitA",2.859,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Nyipa N. P. - Karonga","Malawi","child_vitA",2.799,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"TA Chimutu","Malawi","child_vitA",0.368,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"SC Chakhaza","Malawi","child_vitA",0.414,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"SC Chamba","Malawi","child_vitA",0.735,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Balaka Town","Malawi","child_vitA",0.141,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"SC Mphonde","Malawi","child_vitA",0.317,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Chikwawa Boma","Malawi","child_vitA",0.791,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Chiradzulu Boma","Malawi","child_vitA",0.746,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"SC Chilikumwendo","Malawi","child_vitA",0.3,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Dedza Boma","Malawi","child_vitA",0.281,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Dowa Boma","Malawi","child_vitA",1.813,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"SC Chisikwa","Malawi","child_vitA",0.284,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kasungu Boma","Malawi","child_vitA",0.342,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kasungu National Park","Malawi","child_vitA",0.336,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Lengwe National Park","Malawi","child_vitA",0.334,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"SC Mwanza","Malawi","child_vitA",0.327,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Liwonda National Park","Malawi","child_vitA",0.136,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
